,sentence,open_q,close_q,affirm,reflect,sd,b,sv,%,aa,ba,qy,ny,fc,qw,nn,bk,h,qy^d,bh,^q,bf,"fo_o_fw_""_by_bc",na,ad,^2,b^m,qo,qh,^h,ar,ng,br,no,fp,qrr,arp_nd,t3,oo_co_cc,aap_am,t1,bd,^g,qw^d,fa,ft
47,Okay.,0,0,0,0,0.023257414,0.021952858,0.014499795,0.023086453,0.018760439,0.019691521,0.014288587,0.017821005,0.024131771,0.018770009,0.023994533,0.019390756,0.024446679,0.021679092,0.018490801,0.02428274,0.021715943,0.029862707,0.022794973,0.019167831,0.033947233,0.039310049,0.015122966,0.019688945,0.022263734,0.031546678,0.03065932,0.027602484,0.024484869,0.027682425,0.034073319,0.024333227,0.033435054,0.022902621,0.029717708,0.028145693,0.034927789,0.026399709,0.022588184,0.023586394,0.02549574
48,"Do you want to share can do you feel comfortable sharing a few of your blood sugar readings, with me since you started the jovians.",0,0,0,0,0.115226455,5.54E-05,0.025741622,0.000168691,9.67E-05,0.000115419,0.832789898,0.000210354,0.00175643,0.000170961,1.24E-05,9.22E-05,3.36E-05,0.000743309,0.000277841,0.012269261,0.001320583,0.000681439,4.58E-05,0.004520885,0.000294297,0.000302697,0.000231288,0.002314525,3.26E-05,4.54E-05,6.13E-06,1.83E-05,6.26E-05,2.22E-05,4.41E-05,3.09E-05,4.26E-05,0.00018595,5.58E-06,4.92E-06,3.09E-06,5.51E-06,1.05E-05,2.76E-06,4.91E-06
49,"
Oh, gotcha.",0,0,0,0,0.023257416,0.02195286,0.014499795,0.023086453,0.018760441,0.019691519,0.014288585,0.017821005,0.024131775,0.018770013,0.023994541,0.019390756,0.024446687,0.021679096,0.018490799,0.024282737,0.021715943,0.029862715,0.022794971,0.019167829,0.033947226,0.039310046,0.015122966,0.019688945,0.022263728,0.031546675,0.030659322,0.027602484,0.024484877,0.027682425,0.034073312,0.024333226,0.033435047,0.022902615,0.029717712,0.028145701,0.034927797,0.026399711,0.022588193,0.023586392,0.025495736
50,Okay.,0,0,0,0,0.023257414,0.021952858,0.014499795,0.023086453,0.018760439,0.019691521,0.014288587,0.017821005,0.024131771,0.018770009,0.023994533,0.019390756,0.024446679,0.021679092,0.018490801,0.02428274,0.021715943,0.029862707,0.022794973,0.019167831,0.033947233,0.039310049,0.015122966,0.019688945,0.022263734,0.031546678,0.03065932,0.027602484,0.024484869,0.027682425,0.034073319,0.024333227,0.033435054,0.022902621,0.029717708,0.028145693,0.034927789,0.026399709,0.022588184,0.023586394,0.02549574
51,Okay.,0,0,0,0,0.023257414,0.021952858,0.014499795,0.023086453,0.018760439,0.019691521,0.014288587,0.017821005,0.024131771,0.018770009,0.023994533,0.019390756,0.024446679,0.021679092,0.018490801,0.02428274,0.021715943,0.029862707,0.022794973,0.019167831,0.033947233,0.039310049,0.015122966,0.019688945,0.022263734,0.031546678,0.03065932,0.027602484,0.024484869,0.027682425,0.034073319,0.024333227,0.033435054,0.022902621,0.029717708,0.028145693,0.034927789,0.026399709,0.022588184,0.023586394,0.02549574
52,"
Yeah, what would you like to do about checking Can I, how can I help to simplify that someone have this.",0,0,0,0,0.250763774,0.006386215,0.224814415,0.00259402,0.015226328,0.008116221,0.09400484,0.003768548,0.002596203,0.076060802,0.000851609,0.002054158,0.001082433,0.010027716,0.005452037,0.030334786,0.004954504,0.001656797,0.001111838,0.075478032,0.006515673,0.000981403,0.058966719,0.11112316,0.000883974,0.000385628,7.26E-05,0.000633954,0.000316626,0.00012455,5.16E-05,8.08E-05,0.000556867,0.00036497,7.75E-05,0.00036568,3.00E-05,2.11E-05,0.001046752,4.32E-05,2.20E-05
53,"
You need more strips.",0,0,0,0,0.100449294,0.005996509,0.556878448,0.002067366,0.029572329,0.011818847,0.004438221,0.001751559,0.022125598,0.000717962,0.001137205,0.001913987,0.002515732,0.023249324,0.001075472,0.046409346,0.04998567,0.010175993,0.002266597,0.048656013,0.041393831,0.012732301,0.000790672,0.004598205,0.00169184,0.00188019,0.001125819,0.000695244,0.000895069,0.000369221,0.000353694,0.001066284,0.00306991,0.001839771,0.001950695,0.00013738,0.000942039,0.000190197,0.000583889,0.000114654,0.000377545
54,I bought.,0,0,0,0,0.580232859,0.035952378,0.102927335,0.077921495,0.061989862,0.040505577,0.002250971,0.002113532,0.014073518,0.001666283,0.001090628,0.002311494,0.00795609,0.00326034,0.000589174,0.007392879,0.002465196,0.003214868,0.021541843,0.001970948,0.003469715,0.003826094,0.000293047,0.003000521,0.004418249,0.002271009,0.002014758,0.000728569,0.001669397,0.000654863,0.000202189,0.001195034,0.000667257,0.00080665,0.000678263,0.000914677,0.000503255,0.000320292,0.000620273,0.000183639,0.000134979
55,I think we sent that in so let me give me a second.,0,0,0,0,0.683991194,0.000609692,0.188081071,0.001249696,0.005004263,0.000905979,0.00262526,0.005786264,0.01903045,0.00016375,0.000185111,0.000587748,0.001505848,0.000582216,0.000159916,0.025017194,0.000311335,0.003611347,0.003257037,0.00627209,0.000221633,0.000254238,0.00078374,0.000957539,0.029139806,0.000697367,0.001033718,6.29E-05,0.001208128,0.000332376,1.08E-05,0.000439788,0.001161377,0.012782734,0.00050344,0.000241533,0.000132725,2.57E-05,0.000757954,6.86E-05,0.000246472
56,"
Yes.",0,0,0,0,0.023257414,0.021952858,0.014499795,0.023086453,0.018760439,0.019691521,0.014288587,0.017821005,0.024131771,0.018770009,0.023994533,0.019390756,0.024446679,0.021679092,0.018490801,0.02428274,0.021715943,0.029862707,0.022794973,0.019167831,0.033947233,0.039310049,0.015122966,0.019688945,0.022263734,0.031546678,0.03065932,0.027602484,0.024484869,0.027682425,0.034073319,0.024333227,0.033435054,0.022902621,0.029717708,0.028145693,0.034927789,0.026399709,0.022588184,0.023586394,0.02549574
57,"
We sent it on the 20th to 10 days ago so it should still be active in there for you.",0,0,0,0,0.854915082,4.29E-05,0.138130516,0.000321736,0.000354792,5.74E-05,0.000257444,2.94E-05,0.001029888,2.25E-05,1.28E-05,1.08E-05,0.00016459,0.000267058,4.67E-06,0.00210391,0.000387834,6.56E-05,0.000857373,0.000130827,1.83E-05,2.54E-05,5.08E-06,0.000120301,0.000135333,8.83E-05,8.79E-05,8.30E-06,4.11E-05,1.92E-05,7.67E-06,0.000150852,3.98E-05,3.96E-05,1.00E-05,8.78E-06,3.79E-06,2.65E-06,1.24E-05,4.38E-06,3.29E-06
58,"So, if I can, can I make a suggestion in terms of, you know, something manageable.",0,0,0,0,0.403254747,0.001372628,0.533035398,0.005147303,0.00596276,0.007759244,0.004233863,0.000860764,0.002654614,0.000623788,0.000155761,0.000376997,0.002663658,0.005157976,8.24E-05,0.004895364,0.003708256,0.000950323,0.001517218,0.005941133,0.002628394,0.000977286,0.000178591,0.002051507,0.001142172,0.00027061,0.000269666,2.76E-05,0.000240239,5.61E-05,1.74E-05,0.000429115,0.000123552,0.000838116,0.000156352,6.25E-05,4.78E-05,3.41E-06,0.000110844,3.81E-06,1.07E-05
59,"To check because, you know, you don't need to go crazy and check it five times a day.",0,0,0,0,0.356312662,0.001570669,0.497339308,0.001820015,0.002951958,0.003212961,0.0011487,0.000303134,0.004405087,0.000144592,4.67E-05,0.001010611,0.001179263,0.003632974,3.50E-05,0.020942081,0.014558955,0.001646771,0.001025873,0.061144307,0.021504063,0.001533415,8.40E-05,0.000756475,0.000329911,5.82E-05,5.83E-05,1.62E-05,8.28E-05,9.06E-06,4.00E-06,8.70E-05,0.000471853,0.000393299,7.68E-05,4.88E-06,1.67E-05,1.28E-06,7.26E-05,1.17E-06,6.43E-06
60,So I would suggest just studying for step one just starting out and checking once a day.,0,0,0,0,0.857217133,1.12E-05,0.136152357,0.000138708,5.58E-05,5.10E-05,0.00028944,1.76E-05,0.000316928,0.000274818,9.51E-06,1.16E-05,0.000212999,0.000197783,2.92E-06,0.003350694,0.000416836,3.58E-05,1.00E-04,0.000526649,0.000101492,1.07E-05,2.49E-05,0.000293723,3.89E-05,1.61E-05,5.61E-06,1.16E-06,2.55E-05,1.92E-06,4.40E-07,2.10E-05,3.88E-06,4.20E-05,1.48E-06,4.96E-06,1.28E-06,9.44E-07,1.30E-05,3.02E-07,9.82E-07
61,So your fasting blood sugar so one that's your blood sugar before breakfast.,0,0,0,0,0.733054042,0.000625557,0.020835584,0.000513115,0.000207038,0.000908589,0.066977195,0.000796364,0.007271648,0.000287842,4.72E-06,0.00255616,3.16E-05,0.018119842,0.000334399,0.000794554,0.017315248,0.02049786,0.00010828,0.098417021,0.004004985,0.004332078,0.000602358,4.83E-05,0.000728446,1.67E-05,3.72E-05,3.31E-05,2.48E-05,0.000101447,9.06E-07,0.000112276,7.40E-05,0.000197106,4.11E-06,3.35E-06,1.49E-06,6.26E-07,9.44E-06,4.33E-06,6.16E-06
62,And even if you can't do it every day.,0,0,0,0,0.433693886,0.000114512,0.511142612,0.006568463,0.000522531,0.00050191,0.004579379,3.85E-05,0.000263554,0.000544514,7.80E-05,3.24E-05,0.004122096,0.012896507,0.000112278,0.007413054,0.007400997,0.000403213,0.000353749,0.001363036,0.0021823,0.000374932,0.000147381,0.002781053,0.000237549,0.00032271,0.00029056,6.18E-05,0.000168602,1.39E-05,0.000257948,0.000125704,0.000145592,0.000105347,0.000141366,7.88E-05,9.02E-05,3.79E-05,0.000261169,1.21E-05,1.79E-05
63,That's okay.,0,0,0,0,0.023257414,0.021952858,0.014499795,0.023086453,0.018760439,0.019691521,0.014288587,0.017821005,0.024131771,0.018770009,0.023994533,0.019390756,0.024446679,0.021679092,0.018490801,0.02428274,0.021715943,0.029862707,0.022794973,0.019167831,0.033947233,0.039310049,0.015122966,0.019688945,0.022263734,0.031546678,0.03065932,0.027602484,0.024484869,0.027682425,0.034073319,0.024333227,0.033435054,0.022902621,0.029717708,0.028145693,0.034927789,0.026399709,0.022588184,0.023586394,0.02549574
64,"Just try to get in, you know, if you can get it in every day, perfect, if not try to get in, you know, four to five days a week.",0,0,0,0,0.507107377,0.000486659,0.439904422,0.000843569,0.001306519,0.000231237,0.000448372,4.79E-05,0.001467162,8.96E-05,1.93E-05,0.000106318,0.001379313,0.002925283,1.97E-05,0.008885974,0.007068997,0.000593058,0.000445747,0.020747071,0.003675283,0.000328684,3.55E-05,0.000993695,0.00017425,4.59E-05,6.03E-05,8.28E-06,6.48E-05,2.24E-06,8.79E-06,6.62E-05,0.000184972,0.000148558,2.98E-05,4.48E-06,1.69E-05,3.22E-06,2.00E-05,2.28E-06,2.17E-06
65,And what I'm what you and I can do is I can schedule a follow up so that we can just review your fasting blood sugars and see what your progress looks like.,0,0,0,0,0.741394341,1.02E-05,0.214721382,0.000325015,3.36E-05,5.67E-05,0.008582226,1.81E-05,0.000129971,0.022091426,2.70E-05,2.40E-05,0.000176836,0.000164145,4.11E-05,0.003673655,7.61E-05,0.000114001,3.19E-05,0.000206777,0.000167137,2.67E-05,0.000680153,0.00668803,0.000191221,3.99E-05,6.69E-06,6.84E-06,2.65E-05,7.01E-06,1.67E-05,9.51E-06,2.88E-05,2.11E-05,1.32E-06,0.00011313,7.43E-06,1.80E-06,6.03E-05,3.87E-07,7.07E-07
66,"And it kind of gives you a target to shoot for, is that work.",0,0,0,0,0.313761681,2.00E-05,0.675754666,0.000261561,0.000116617,0.000779759,0.002074209,5.94E-06,7.17E-05,0.000398044,4.37E-06,3.49E-06,0.000107068,0.000874843,3.49E-05,0.000108828,0.000170393,8.94E-05,0.000112651,0.000163897,0.000455573,1.15E-05,6.28E-05,0.004440527,2.91E-05,1.85E-05,2.54E-06,6.68E-06,6.43E-06,1.97E-07,6.71E-06,3.17E-06,5.35E-06,1.36E-05,1.79E-06,5.70E-06,2.72E-06,5.65E-07,1.19E-05,4.93E-07,1.98E-07
67,Okay.,0,0,0,0,0.023257414,0.021952858,0.014499795,0.023086453,0.018760439,0.019691521,0.014288587,0.017821005,0.024131771,0.018770009,0.023994533,0.019390756,0.024446679,0.021679092,0.018490801,0.02428274,0.021715943,0.029862707,0.022794973,0.019167831,0.033947233,0.039310049,0.015122966,0.019688945,0.022263734,0.031546678,0.03065932,0.027602484,0.024484869,0.027682425,0.034073319,0.024333227,0.033435054,0.022902621,0.029717708,0.028145693,0.034927789,0.026399709,0.022588184,0.023586394,0.02549574
68,Good.,0,0,0,0,0.023257414,0.021952858,0.014499795,0.023086453,0.018760439,0.019691521,0.014288587,0.017821005,0.024131771,0.018770009,0.023994533,0.019390756,0.024446679,0.021679092,0.018490801,0.02428274,0.021715943,0.029862707,0.022794973,0.019167831,0.033947233,0.039310049,0.015122966,0.019688945,0.022263734,0.031546678,0.03065932,0.027602484,0.024484869,0.027682425,0.034073319,0.024333227,0.033435054,0.022902621,0.029717708,0.028145693,0.034927789,0.026399709,0.022588184,0.023586394,0.02549574
69,"Okay, so we're scheduled out but dispatch your medications, just so you started the journey ends and it sounds like it's, you know, causing you to, you know, causing a lot of frequent urination.",0,0,0,1,0.618258357,9.00E-05,0.379113883,0.000139305,0.000239848,5.79E-05,0.000460559,1.63E-05,0.000275012,4.98E-05,3.38E-06,6.29E-06,8.38E-06,4.72E-05,4.33E-07,0.000284112,0.00066179,2.97E-05,3.19E-05,4.43E-05,9.67E-05,8.48E-06,5.49E-06,6.15E-05,2.27E-06,3.16E-06,2.19E-07,1.58E-07,2.80E-07,3.00E-07,1.81E-08,1.96E-06,3.33E-07,3.21E-07,4.35E-08,1.53E-07,3.24E-08,8.94E-09,2.30E-07,3.29E-09,9.38E-09
70,"I guess my question is,
is that
limiting enough that you feel like you're gonna want to stop the medication because of that.",0,0,0,0,0.385998189,2.67E-05,0.609692991,7.92E-05,0.000870841,0.001401959,0.000557462,2.83E-05,0.000101086,4.96E-06,6.27E-07,2.78E-06,0.000105599,0.000217045,3.23E-06,0.000279931,0.0002773,3.79E-05,0.000100514,7.91E-05,1.59E-05,5.30E-06,3.78E-06,4.23E-05,4.07E-05,6.64E-06,2.23E-06,1.59E-06,4.23E-06,4.14E-07,6.00E-08,4.88E-06,1.33E-06,2.84E-06,8.64E-07,3.20E-07,1.31E-07,6.00E-08,5.12E-07,2.61E-08,8.95E-08
71,"
Yeah.",0,0,0,0,0.023257414,0.021952858,0.014499795,0.023086453,0.018760439,0.019691521,0.014288587,0.017821005,0.024131771,0.018770009,0.023994533,0.019390756,0.024446679,0.021679092,0.018490801,0.02428274,0.021715943,0.029862707,0.022794973,0.019167831,0.033947233,0.039310049,0.015122966,0.019688945,0.022263734,0.031546678,0.03065932,0.027602484,0.024484869,0.027682425,0.034073319,0.024333227,0.033435054,0.022902621,0.029717708,0.028145693,0.034927789,0.026399709,0.022588184,0.023586394,0.02549574
72,"
That's miserable.",0,0,0,1,0.023257414,0.021952858,0.014499795,0.023086453,0.018760439,0.019691521,0.014288587,0.017821005,0.024131771,0.018770009,0.023994533,0.019390756,0.024446679,0.021679092,0.018490801,0.02428274,0.021715943,0.029862707,0.022794973,0.019167831,0.033947233,0.039310049,0.015122966,0.019688945,0.022263734,0.031546678,0.03065932,0.027602484,0.024484869,0.027682425,0.034073319,0.024333227,0.033435054,0.022902621,0.029717708,0.028145693,0.034927789,0.026399709,0.022588184,0.023586394,0.02549574
73,Yeah.,0,0,0,0,0.023257414,0.021952858,0.014499795,0.023086453,0.018760439,0.019691521,0.014288587,0.017821005,0.024131771,0.018770009,0.023994533,0.019390756,0.024446679,0.021679092,0.018490801,0.02428274,0.021715943,0.029862707,0.022794973,0.019167831,0.033947233,0.039310049,0.015122966,0.019688945,0.022263734,0.031546678,0.03065932,0.027602484,0.024484869,0.027682425,0.034073319,0.024333227,0.033435054,0.022902621,0.029717708,0.028145693,0.034927789,0.026399709,0.022588184,0.023586394,0.02549574
74,"
Yeah.",0,0,0,0,0.023257414,0.021952858,0.014499795,0.023086453,0.018760439,0.019691521,0.014288587,0.017821005,0.024131771,0.018770009,0.023994533,0.019390756,0.024446679,0.021679092,0.018490801,0.02428274,0.021715943,0.029862707,0.022794973,0.019167831,0.033947233,0.039310049,0.015122966,0.019688945,0.022263734,0.031546678,0.03065932,0.027602484,0.024484869,0.027682425,0.034073319,0.024333227,0.033435054,0.022902621,0.029717708,0.028145693,0.034927789,0.026399709,0.022588184,0.023586394,0.02549574
75,"
What about this since you have to drive during the day.",0,0,0,0,0.073279493,0.000642302,0.02985942,0.002043608,0.000595889,0.002780512,0.038285483,0.00156045,0.002201867,0.34151122,0.001764532,0.002419655,0.001235939,0.003105631,0.003259165,0.020223049,0.006879139,0.002429116,0.00263232,0.008708052,0.001703203,0.006868119,0.380119294,0.019226376,0.005519684,0.001837546,0.000882454,0.001399456,0.00145753,0.004228353,0.001453958,0.003516779,0.003167109,0.002044908,0.000889174,0.012224657,0.000687961,0.000182401,0.005751745,0.000206397,0.001216082
76,"So to answer your first question, yes I think your body can get used to it.",0,0,0,0,0.312116861,0.000894658,0.646772981,0.000505952,0.004665159,0.001301,0.002562291,0.001195794,0.001332191,7.15E-05,1.63E-05,0.000217857,0.000169908,0.007486613,7.11E-05,0.00239497,0.003121763,0.000892515,0.00032211,0.010916131,0.001676085,0.000381132,0.00017812,0.000177296,0.000210051,4.33E-05,2.53E-05,1.08E-05,7.28E-05,2.13E-06,3.62E-07,1.54E-05,2.41E-05,0.000108112,1.75E-05,2.93E-06,1.93E-06,9.07E-07,2.22E-05,1.00E-06,1.06E-06
77,"It probably, especially as your blood sugar starts to drop.",0,0,0,0,0.858150601,8.75E-05,0.126461148,9.31E-05,0.000781347,0.000831026,0.004202344,8.92E-05,0.002526063,2.81E-05,4.76E-06,7.28E-05,5.94E-05,0.002872617,3.96E-05,0.000300129,0.000590179,0.000975396,0.000245512,0.0008083,0.000343647,0.000127757,1.49E-05,2.00E-05,5.77E-05,2.53E-05,4.02E-05,2.26E-05,1.77E-05,4.00E-06,2.82E-07,3.95E-05,3.10E-05,2.15E-05,6.88E-06,1.02E-06,2.66E-06,5.68E-07,1.82E-06,6.08E-07,1.11E-06
78,I expect that that frequent urination should go away.,0,0,0,0,0.123187721,0.000194822,0.854633272,0.000246644,0.005633727,0.00766901,0.001096403,0.000201033,0.000295646,2.95E-05,3.35E-05,2.27E-05,0.000256105,0.000244763,7.26E-05,0.002256136,0.000553449,0.000391281,0.000443862,0.000201655,0.000292782,9.72E-05,3.31E-05,0.00109484,9.09E-05,0.000123082,5.62E-05,0.000117625,7.36E-05,1.46E-05,8.99E-06,7.00E-05,5.03E-05,6.28E-05,7.66E-05,5.70E-06,4.15E-05,2.82E-06,1.60E-05,2.19E-06,5.38E-06
79,"Now, in the interim.",0,0,0,0,0.384589046,0.020705337,0.240090325,0.028516762,0.044185173,0.032957893,0.01597175,0.003285134,0.008985523,0.005174154,0.001618271,0.002632228,0.004408008,0.027567357,0.001969431,0.011958526,0.036205862,0.004988629,0.018055545,0.007660137,0.045545828,0.021062566,0.00131316,0.005691065,0.002477494,0.002205485,0.004470932,0.002050226,0.001712775,0.000776371,0.000805817,0.002311109,0.001348446,0.001350817,0.001737628,0.001068806,0.000740335,0.000291196,0.001046477,0.000222984,0.000245347
80,How do you feel about taking the medication with dinner.,0,0,0,0,0.01216976,0.001532498,0.008747974,0.00077221,0.000719797,0.008502751,0.019425804,0.001059112,0.000621496,0.032160029,0.001534999,0.001255887,0.000450423,0.005757291,0.005617836,0.002166291,0.013039491,0.002098574,0.001580913,0.018474082,0.000667862,0.002249982,0.839662611,0.006426145,0.002118475,0.001094155,0.000148501,0.001209646,0.000649046,0.000810387,0.000318357,0.00088715,0.000866682,0.00011077,0.000285685,0.001000357,9.13E-05,8.32E-05,0.00333633,0.000110427,0.000185647
81,"That way you're
at home.",0,0,0,0,0.318149805,0.001407177,0.508753777,0.00579635,0.037923887,0.049785316,0.004884745,0.000211087,0.00163872,0.000397659,0.000413572,0.00035714,0.003537646,0.006658787,0.00024375,0.005632166,0.019630669,0.002998829,0.007289003,0.000300474,0.008123243,0.002992207,4.64E-05,0.001305979,0.000366276,0.002843811,0.001066808,0.000394271,0.000664724,0.000112391,0.000450542,0.000498724,0.000341479,0.00023999,0.00117205,0.000205322,0.002841717,0.000154969,5.24E-05,1.74E-05,9.88E-05
82,"
Okay.",0,0,0,0,0.023257414,0.021952858,0.014499795,0.023086453,0.018760439,0.019691521,0.014288587,0.017821005,0.024131771,0.018770009,0.023994533,0.019390756,0.024446679,0.021679092,0.018490801,0.02428274,0.021715943,0.029862707,0.022794973,0.019167831,0.033947233,0.039310049,0.015122966,0.019688945,0.022263734,0.031546678,0.03065932,0.027602484,0.024484869,0.027682425,0.034073319,0.024333227,0.033435054,0.022902621,0.029717708,0.028145693,0.034927789,0.026399709,0.022588184,0.023586394,0.02549574
83,"Yeah, I mean that's really good I thought she could try that just switching up the time of day.",0,0,1,0,0.723335743,0.000139793,0.269658953,0.0006323,0.000511707,0.001070036,0.000737225,0.00013671,0.001829784,2.24E-05,2.37E-06,4.00E-05,0.000184962,0.000536189,1.51E-05,0.000225152,0.000286203,5.47E-05,0.000197232,7.15E-05,3.18E-05,3.28E-05,7.59E-06,5.77E-05,5.06E-05,2.14E-05,2.40E-05,1.87E-06,2.44E-05,6.11E-06,2.22E-07,3.49E-05,2.25E-06,8.88E-06,2.01E-06,1.04E-06,7.85E-07,2.14E-07,2.54E-06,1.73E-07,4.69E-07
84,While we're waiting for your body to get used to it.,0,0,0,0,0.970870793,0.00011271,0.021769039,0.000133637,0.000170838,0.000142894,0.000621286,4.33E-05,0.001150189,8.24E-05,8.25E-06,3.91E-05,7.14E-05,0.001192847,1.56E-05,0.001457579,0.000779315,7.48E-05,0.000312392,0.000173345,0.0002082,0.000225361,2.68E-05,7.86E-05,6.09E-05,1.81E-05,2.04E-05,4.96E-06,1.18E-05,1.44E-05,1.15E-06,1.53E-05,3.36E-05,2.56E-05,2.83E-06,3.05E-06,1.55E-06,1.25E-06,2.22E-05,1.07E-06,1.32E-06
85,"And then the other medication that you listed either once a week, injection, are you still taking that one.",0,0,0,0,0.925499201,2.62E-05,0.047476444,0.000161492,0.000406997,0.000123787,0.000355607,5.90E-06,0.007451826,6.51E-06,9.70E-07,2.05E-05,9.62E-06,0.001757125,2.89E-06,0.000172797,0.015997985,5.96E-05,0.000103822,0.000157809,0.000162327,1.28E-05,2.61E-06,6.66E-06,1.75E-06,2.39E-06,1.90E-06,8.64E-07,9.28E-07,9.46E-07,1.14E-07,5.34E-06,2.21E-06,9.39E-07,1.45E-07,4.71E-08,6.54E-08,5.42E-08,5.60E-07,8.57E-08,1.95E-07
